"fns_1","fns_2","fns_3","fns_4","fns_5","variable","replicate"
0.0183544250870586,0.0518817783815102,0.0757200927540485,0.0957907702862312,0.145016377719201,"TTBirthRate.2",11
0.00342183101669974,0.0067709869598878,0.00923483108863605,0.0108665671976832,0.0157761125320116,"TTSamplingRate",11
0.0314323362195849,0.0480966527467821,0.0588307868784029,0.0665489308154305,0.0907322167459716,"TTOmegaRate",11
10,20,34,38,70,"HistorySizes",11
1.182443526952,1.44841165848568,1.70755407050903,1.84825625052887,2.35789446529704,"R0.1",11
0.194533410445961,0.457803740251607,0.660100875639685,0.805776570653113,1.14080746479911,"R0.2",11
-106.122722786927,-102.669870915493,-102.225626668848,-100.777015354145,-100.154946009759,"posterior",12
0.129711438964839,0.164390914957446,0.185711804131743,0.208686705690814,0.260490422365442,"TTBirthRate.1",12
0.0604932158542296,0.105295221679689,0.144733542629793,0.167077420632283,0.252780077331889,"TTBirthRate.2",12
0.00669977144884297,0.0116208290491981,0.0177564178478536,0.0201956955903528,0.0332091259312902,"TTSamplingRate",12
0.043179040998663,0.0647285661170918,0.0781940370329097,0.0916669924251049,0.123545503598833,"TTOmegaRate",12
1,7,17,19,39,"HistorySizes",12
0.799016543475163,1.09880639904987,1.31112152606713,1.46233264139931,1.88020061567018,"R0.1",12
0.427490164512365,0.666190221426461,1.01121666254882,1.13324785501717,1.78851502104842,"R0.2",12
-92.2365062539767,-89.395130880575,-88.8987999187681,-87.6039815028896,-86.7580150391515,"posterior",13
0.133692222371528,0.159749677224673,0.179932741333128,0.196086648286093,0.238407885425873,"TTBirthRate.1",13
0.0661689578780627,0.121097159367827,0.15393966124573,0.183143915386968,0.252281929345916,"TTBirthRate.2",13
0.00353108518330129,0.00625098172055755,0.00937379200741874,0.0111164633326873,0.0183639928158483,"TTSamplingRate",13
0.034351662178289,0.051508793230592,0.0671726368038891,0.0769871589188709,0.108198601431887,"TTOmegaRate",13
12,22,43,46,85,"HistorySizes",13
0.934329241723552,1.16393337368958,1.46654152239961,1.5714391262111,2.19294932605896,"R0.1",13
0.612193624814457,0.962314075706792,1.22482448428059,1.41922676945994,1.93435577099257,"R0.2",13
-128.390466091899,-125.296306549538,-125.049810861573,-123.555896239988,-122.999218460882,"posterior",14
0.153588103190818,0.179249876662785,0.194907930499544,0.209475099558431,0.242735605117821,"TTBirthRate.1",14
0.0618327117791371,0.0982535953369868,0.119092530468481,0.1344687923841,0.170575307402106,"TTBirthRate.2",14
0.00452604864466201,0.00800649816728242,0.00982818800238415,0.0120072751933705,0.0156313160224449,"TTSamplingRate",14
0.0273136712759554,0.037455517073679,0.0467968516488496,0.0521434061477418,0.0682589307471003,"TTOmegaRate",14
43,65,97,107,172,"HistorySizes",14
